station,date,Latitude,Longitude,airT,ur
Oceanografia,2025-03-04 08:00:00,-5.79524,-35.18359,NA,NA
Alecrim,2025-03-04 09:00:00,-5.79807,-35.21727,31.5,69.8
DIM,2025-03-04 09:00:00,-5.87995,-35.29499,29.3,NA
EAJ,2025-03-04 09:00:00,-5.88395,-35.36455,34.2,66.5
Extremoz,2025-03-04 09:00:00,-5.66732,-35.29729,30.2,NA
Felipe camarao,2025-03-04 09:00:00,-5.82232,-35.26118,29.5,78.8
IF Central,2025-03-04 09:00:00,-5.81187,-35.20221,32.2,76.2
IFZN,2025-03-04 09:00:00,-5.74779,-35.26025,28.9,76
Lagoa Azul,2025-03-04 09:00:00,-5.72888,-35.2489,29.9,NA
Parnamirim,2025-03-04 09:00:00,-5.93898,-35.266639,32,NA
Ponta Negra,2025-03-04 09:00:00,-5.87605,-35.17857,28.5,NA
Oceanografia,2025-03-04 09:00:00,-5.79524,-35.18359,NA,NA
Alecrim,2025-03-04 10:00:00,-5.79807,-35.21727,32.7,59.8
DIM,2025-03-04 10:00:00,-5.87995,-35.29499,30.8,NA
EAJ,2025-03-04 10:00:00,-5.88395,-35.36455,37.3,56.3
Extremoz,2025-03-04 10:00:00,-5.66732,-35.29729,32.9,NA
Felipe camarao,2025-03-04 10:00:00,-5.82232,-35.26118,30.7,69.1
IF Central,2025-03-04 10:00:00,-5.81187,-35.20221,33.6,71.4
IFZN,2025-03-04 10:00:00,-5.74779,-35.26025,30,70
Lagoa Azul,2025-03-04 10:00:00,-5.72888,-35.2489,31.5,NA
Parnamirim,2025-03-04 10:00:00,-5.93898,-35.266639,32.3,NA
Ponta Negra,2025-03-04 10:00:00,-5.87605,-35.17857,30.8,NA
Oceanografia,2025-03-04 10:00:00,-5.79524,-35.18359,NA,NA
Alecrim,2025-03-04 11:00:00,-5.79807,-35.21727,32.5,60.8
DIM,2025-03-04 11:00:00,-5.87995,-35.29499,33.1,NA
EAJ,2025-03-04 11:00:00,-5.88395,-35.36455,37.3,58.5
Extremoz,2025-03-04 11:00:00,-5.66732,-35.29729,33.5,NA
Felipe camarao,2025-03-04 11:00:00,-5.82232,-35.26118,31.3,65.9
IF Central,2025-03-04 11:00:00,-5.81187,-35.20221,33.4,68.4
IFZN,2025-03-04 11:00:00,-5.74779,-35.26025,31.4,69.2
Lagoa Azul,2025-03-04 11:00:00,-5.72888,-35.2489,32.1,NA
Parnamirim,2025-03-04 11:00:00,-5.93898,-35.266639,32.2,NA
Ponta Negra,2025-03-04 11:00:00,-5.87605,-35.17857,30.5,NA
Oceanografia,2025-03-04 11:00:00,-5.79524,-35.18359,NA,NA
Alecrim,2025-03-04 12:00:00,-5.79807,-35.21727,31.3,67.5
DIM,2025-03-04 12:00:00,-5.87995,-35.29499,33.9,NA
EAJ,2025-03-04 12:00:00,-5.88395,-35.36455,36.6,59.8
Extremoz,2025-03-04 12:00:00,-5.66732,-35.29729,33.3,NA
Felipe camarao,2025-03-04 12:00:00,-5.82232,-35.26118,31.8,62.7
IF Central,2025-03-04 12:00:00,-5.81187,-35.20221,33.4,68.8
IFZN,2025-03-04 12:00:00,-5.74779,-35.26025,31.7,68.8
Lagoa Azul,2025-03-04 12:00:00,-5.72888,-35.2489,32.7,NA
Parnamirim,2025-03-04 12:00:00,-5.93898,-35.266639,33.9,NA
Ponta Negra,2025-03-04 12:00:00,-5.87605,-35.17857,30.9,NA
Oceanografia,2025-03-04 12:00:00,-5.79524,-35.18359,35,62.3
Alecrim,2025-03-04 13:00:00,-5.79807,-35.21727,31.6,63.7
DIM,2025-03-04 13:00:00,-5.87995,-35.29499,36.7,NA
EAJ,2025-03-04 13:00:00,-5.88395,-35.36455,38.7,52
Extremoz,2025-03-04 13:00:00,-5.66732,-35.29729,33.6,NA
Felipe camarao,2025-03-04 13:00:00,-5.82232,-35.26118,32.6,59.9
IF Central,2025-03-04 13:00:00,-5.81187,-35.20221,33.9,66.2
IFZN,2025-03-04 13:00:00,-5.74779,-35.26025,31.4,66.3
Lagoa Azul,2025-03-04 13:00:00,-5.72888,-35.2489,33.3,NA
Parnamirim,2025-03-04 13:00:00,-5.93898,-35.266639,34.9,NA
Ponta Negra,2025-03-04 13:00:00,-5.87605,-35.17857,29.4,NA
Oceanografia,2025-03-04 13:00:00,-5.79524,-35.18359,34.5,58.4
Alecrim,2025-03-04 14:00:00,-5.79807,-35.21727,30.7,67
DIM,2025-03-04 14:00:00,-5.87995,-35.29499,38,NA
EAJ,2025-03-04 14:00:00,-5.88395,-35.36455,37.8,53.4
Extremoz,2025-03-04 14:00:00,-5.66732,-35.29729,33,NA
Felipe camarao,2025-03-04 14:00:00,-5.82232,-35.26118,31.7,61.3
IF Central,2025-03-04 14:00:00,-5.81187,-35.20221,32.7,66.9
IFZN,2025-03-04 14:00:00,-5.74779,-35.26025,32.6,61.7
Lagoa Azul,2025-03-04 14:00:00,-5.72888,-35.2489,34.6,NA
Parnamirim,2025-03-04 14:00:00,-5.93898,-35.266639,34.2,NA
Ponta Negra,2025-03-04 14:00:00,-5.87605,-35.17857,29.5,NA
Oceanografia,2025-03-04 14:00:00,-5.79524,-35.18359,35.6,49.3
Alecrim,2025-03-04 15:00:00,-5.79807,-35.21727,30,67.8
DIM,2025-03-04 15:00:00,-5.87995,-35.29499,38.8,NA
EAJ,2025-03-04 15:00:00,-5.88395,-35.36455,39,54.7
Extremoz,2025-03-04 15:00:00,-5.66732,-35.29729,32.2,NA
Felipe camarao,2025-03-04 15:00:00,-5.82232,-35.26118,31.9,61.9
IF Central,2025-03-04 15:00:00,-5.81187,-35.20221,33.4,66.7
IFZN,2025-03-04 15:00:00,-5.74779,-35.26025,32.1,63.4
Lagoa Azul,2025-03-04 15:00:00,-5.72888,-35.2489,34.7,NA
Parnamirim,2025-03-04 15:00:00,-5.93898,-35.266639,34.5,NA
Ponta Negra,2025-03-04 15:00:00,-5.87605,-35.17857,29.5,NA
Oceanografia,2025-03-04 15:00:00,-5.79524,-35.18359,35,50.5
Alecrim,2025-03-04 16:00:00,-5.79807,-35.21727,29.6,69.1
DIM,2025-03-04 16:00:00,-5.87995,-35.29499,38.2,NA
EAJ,2025-03-04 16:00:00,-5.88395,-35.36455,39,51.7
Extremoz,2025-03-04 16:00:00,-5.66732,-35.29729,31.1,NA
Felipe camarao,2025-03-04 16:00:00,-5.82232,-35.26118,30.8,61.8
IF Central,2025-03-04 16:00:00,-5.81187,-35.20221,32.2,70.6
IFZN,2025-03-04 16:00:00,-5.74779,-35.26025,31.4,67.2
Lagoa Azul,2025-03-04 16:00:00,-5.72888,-35.2489,33.9,NA
Parnamirim,2025-03-04 16:00:00,-5.93898,-35.266639,33.3,NA
Ponta Negra,2025-03-04 16:00:00,-5.87605,-35.17857,28.8,NA
Oceanografia,2025-03-04 16:00:00,-5.79524,-35.18359,34.1,50.4
Alecrim,2025-03-04 17:00:00,-5.79807,-35.21727,28.8,73.5
DIM,2025-03-04 17:00:00,-5.87995,-35.29499,30.3,NA
EAJ,2025-03-04 17:00:00,-5.88395,-35.36455,30.7,67.6
Extremoz,2025-03-04 17:00:00,-5.66732,-35.29729,29.1,NA
Felipe camarao,2025-03-04 17:00:00,-5.82232,-35.26118,29.1,71.7
IF Central,2025-03-04 17:00:00,-5.81187,-35.20221,29.6,76.7
IFZN,2025-03-04 17:00:00,-5.74779,-35.26025,29.2,72.9
Lagoa Azul,2025-03-04 17:00:00,-5.72888,-35.2489,28.8,NA
Parnamirim,2025-03-04 17:00:00,-5.93898,-35.266639,30.5,NA
Ponta Negra,2025-03-04 17:00:00,-5.87605,-35.17857,28.5,NA
Oceanografia,2025-03-04 17:00:00,-5.79524,-35.18359,29.5,71.3
Alecrim,2025-03-04 18:00:00,-5.79807,-35.21727,28.2,76.9
DIM,2025-03-04 18:00:00,-5.87995,-35.29499,27.5,NA
EAJ,2025-03-04 18:00:00,-5.88395,-35.36455,26.6,81
Extremoz,2025-03-04 18:00:00,-5.66732,-35.29729,27.7,NA
Felipe camarao,2025-03-04 18:00:00,-5.82232,-35.26118,28.1,76.6
IF Central,2025-03-04 18:00:00,-5.81187,-35.20221,28,83.3
IFZN,2025-03-04 18:00:00,-5.74779,-35.26025,28.4,72.4
Lagoa Azul,2025-03-04 18:00:00,-5.72888,-35.2489,28,NA
Parnamirim,2025-03-04 18:00:00,-5.93898,-35.266639,27.3,NA
Ponta Negra,2025-03-04 18:00:00,-5.87605,-35.17857,27.8,NA
Oceanografia,2025-03-04 18:00:00,-5.79524,-35.18359,28.4,80.8
Alecrim,2025-03-04 19:00:00,-5.79807,-35.21727,27.8,77.7
DIM,2025-03-04 19:00:00,-5.87995,-35.29499,26.6,NA
EAJ,2025-03-04 19:00:00,-5.88395,-35.36455,24.9,89.2
Extremoz,2025-03-04 19:00:00,-5.66732,-35.29729,27.2,NA
Felipe camarao,2025-03-04 19:00:00,-5.82232,-35.26118,27.5,77.9
IF Central,2025-03-04 19:00:00,-5.81187,-35.20221,27.7,84
IFZN,2025-03-04 19:00:00,-5.74779,-35.26025,28.1,72.5
Lagoa Azul,2025-03-04 19:00:00,-5.72888,-35.2489,27.7,NA
Parnamirim,2025-03-04 19:00:00,-5.93898,-35.266639,26.4,NA
Ponta Negra,2025-03-04 19:00:00,-5.87605,-35.17857,27.7,NA
Oceanografia,2025-03-04 19:00:00,-5.79524,-35.18359,28.2,80.6
Alecrim,2025-03-04 20:00:00,-5.79807,-35.21727,27.7,79.4
DIM,2025-03-04 20:00:00,-5.87995,-35.29499,26.3,NA
EAJ,2025-03-04 20:00:00,-5.88395,-35.36455,23.7,95.1
Extremoz,2025-03-04 20:00:00,-5.66732,-35.29729,26.9,NA
Felipe camarao,2025-03-04 20:00:00,-5.82232,-35.26118,27.2,81
IF Central,2025-03-04 20:00:00,-5.81187,-35.20221,27.6,85.5
IFZN,2025-03-04 20:00:00,-5.74779,-35.26025,27.9,75.2
Lagoa Azul,2025-03-04 20:00:00,-5.72888,-35.2489,27.3,NA
Parnamirim,2025-03-04 20:00:00,-5.93898,-35.266639,26.2,NA
Ponta Negra,2025-03-04 20:00:00,-5.87605,-35.17857,27.6,NA
Oceanografia,2025-03-04 20:00:00,-5.79524,-35.18359,28.2,82.5
Alecrim,2025-03-04 21:00:00,-5.79807,-35.21727,27.7,79.9
DIM,2025-03-04 21:00:00,-5.87995,-35.29499,25.8,NA
EAJ,2025-03-04 21:00:00,-5.88395,-35.36455,23.1,96.8
Extremoz,2025-03-04 21:00:00,-5.66732,-35.29729,26.7,NA
Felipe camarao,2025-03-04 21:00:00,-5.82232,-35.26118,26.8,82.4
IF Central,2025-03-04 21:00:00,-5.81187,-35.20221,27.6,85.2
IFZN,2025-03-04 21:00:00,-5.74779,-35.26025,27.7,76.3
Lagoa Azul,2025-03-04 21:00:00,-5.72888,-35.2489,27.3,NA
Parnamirim,2025-03-04 21:00:00,-5.93898,-35.266639,25.9,NA
Ponta Negra,2025-03-04 21:00:00,-5.87605,-35.17857,27.6,NA
Oceanografia,2025-03-04 21:00:00,-5.79524,-35.18359,28.3,81.7
Alecrim,2025-03-04 22:00:00,-5.79807,-35.21727,27.6,77.8
DIM,2025-03-04 22:00:00,-5.87995,-35.29499,25.3,NA
EAJ,2025-03-04 22:00:00,-5.88395,-35.36455,23.1,98.3
Extremoz,2025-03-04 22:00:00,-5.66732,-35.29729,26.5,NA
Felipe camarao,2025-03-04 22:00:00,-5.82232,-35.26118,26.8,81.8
IF Central,2025-03-04 22:00:00,-5.81187,-35.20221,27.6,83.7
IFZN,2025-03-04 22:00:00,-5.74779,-35.26025,27.7,74.1
Lagoa Azul,2025-03-04 22:00:00,-5.72888,-35.2489,27.3,NA
Parnamirim,2025-03-04 22:00:00,-5.93898,-35.266639,25.5,NA
Ponta Negra,2025-03-04 22:00:00,-5.87605,-35.17857,27.6,NA
Oceanografia,2025-03-04 22:00:00,-5.79524,-35.18359,28.3,81.7
Alecrim,2025-03-04 23:00:00,-5.79807,-35.21727,27.5,79.8
DIM,2025-03-04 23:00:00,-5.87995,-35.29499,25,NA
EAJ,2025-03-04 23:00:00,-5.88395,-35.36455,23.6,98.1
Extremoz,2025-03-04 23:00:00,-5.66732,-35.29729,26.5,NA
Felipe camarao,2025-03-04 23:00:00,-5.82232,-35.26118,26.6,83.3
IF Central,2025-03-04 23:00:00,-5.81187,-35.20221,27.5,85
IFZN,2025-03-04 23:00:00,-5.74779,-35.26025,27.6,76.5
Lagoa Azul,2025-03-04 23:00:00,-5.72888,-35.2489,27.3,NA
Parnamirim,2025-03-04 23:00:00,-5.93898,-35.266639,25.1,NA
Ponta Negra,2025-03-04 23:00:00,-5.87605,-35.17857,27.5,NA
Oceanografia,2025-03-04 23:00:00,-5.79524,-35.18359,28.4,81.3
Alecrim,2025-03-05 00:00:00,-5.79807,-35.21727,27.6,78.4
DIM,2025-03-05 00:00:00,-5.87995,-35.29499,24.7,NA
EAJ,2025-03-05 00:00:00,-5.88395,-35.36455,23.3,98.2
Extremoz,2025-03-05 00:00:00,-5.66732,-35.29729,26.5,NA
Felipe camarao,2025-03-05 00:00:00,-5.82232,-35.26118,26.3,84.8
IF Central,2025-03-05 00:00:00,-5.81187,-35.20221,27.5,84.5
IFZN,2025-03-05 00:00:00,-5.74779,-35.26025,27.6,75.4
Lagoa Azul,2025-03-05 00:00:00,-5.72888,-35.2489,27.3,NA
Parnamirim,2025-03-05 00:00:00,-5.93898,-35.266639,24.9,NA
Ponta Negra,2025-03-05 00:00:00,-5.87605,-35.17857,27.5,NA
Oceanografia,2025-03-05 00:00:00,-5.79524,-35.18359,28.3,81.2
Alecrim,2025-03-05 01:00:00,-5.79807,-35.21727,27.5,80.1
DIM,2025-03-05 01:00:00,-5.87995,-35.29499,24.2,NA
EAJ,2025-03-05 01:00:00,-5.88395,-35.36455,23.3,98.7
Extremoz,2025-03-05 01:00:00,-5.66732,-35.29729,26.2,NA
Felipe camarao,2025-03-05 01:00:00,-5.82232,-35.26118,25.8,87.4
IF Central,2025-03-05 01:00:00,-5.81187,-35.20221,27.5,85
IFZN,2025-03-05 01:00:00,-5.74779,-35.26025,27.5,75.3
Lagoa Azul,2025-03-05 01:00:00,-5.72888,-35.2489,27.3,NA
Parnamirim,2025-03-05 01:00:00,-5.93898,-35.266639,24.6,NA
Ponta Negra,2025-03-05 01:00:00,-5.87605,-35.17857,27.5,NA
Oceanografia,2025-03-05 01:00:00,-5.79524,-35.18359,28.5,82.3
Alecrim,2025-03-05 02:00:00,-5.79807,-35.21727,27.5,78.6
DIM,2025-03-05 02:00:00,-5.87995,-35.29499,23.9,NA
EAJ,2025-03-05 02:00:00,-5.88395,-35.36455,23,98.7
Extremoz,2025-03-05 02:00:00,-5.66732,-35.29729,24.7,NA
Felipe camarao,2025-03-05 02:00:00,-5.82232,-35.26118,25,89.6
IF Central,2025-03-05 02:00:00,-5.81187,-35.20221,27.5,85.1
IFZN,2025-03-05 02:00:00,-5.74779,-35.26025,25.8,82.6
Lagoa Azul,2025-03-05 02:00:00,-5.72888,-35.2489,25.9,NA
Parnamirim,2025-03-05 02:00:00,-5.93898,-35.266639,23.9,NA
Ponta Negra,2025-03-05 02:00:00,-5.87605,-35.17857,27.3,NA
Oceanografia,2025-03-05 02:00:00,-5.79524,-35.18359,28.3,81.6
Alecrim,2025-03-05 03:00:00,-5.79807,-35.21727,26.1,85.3
DIM,2025-03-05 03:00:00,-5.87995,-35.29499,23.6,NA
EAJ,2025-03-05 03:00:00,-5.88395,-35.36455,22.6,99.1
Extremoz,2025-03-05 03:00:00,-5.66732,-35.29729,24.4,NA
Felipe camarao,2025-03-05 03:00:00,-5.82232,-35.26118,24.8,90.7
IF Central,2025-03-05 03:00:00,-5.81187,-35.20221,26.2,89.6
IFZN,2025-03-05 03:00:00,-5.74779,-35.26025,25.2,84
Lagoa Azul,2025-03-05 03:00:00,-5.72888,-35.2489,25.2,NA
Parnamirim,2025-03-05 03:00:00,-5.93898,-35.266639,23.8,NA
Ponta Negra,2025-03-05 03:00:00,-5.87605,-35.17857,25.5,NA
Oceanografia,2025-03-05 03:00:00,-5.79524,-35.18359,28.2,81.7
Alecrim,2025-03-05 04:00:00,-5.79807,-35.21727,25.8,86.5
DIM,2025-03-05 04:00:00,-5.87995,-35.29499,23.6,NA
EAJ,2025-03-05 04:00:00,-5.88395,-35.36455,23.1,99.3
Extremoz,2025-03-05 04:00:00,-5.66732,-35.29729,24.1,NA
Felipe camarao,2025-03-05 04:00:00,-5.82232,-35.26118,24.9,90.4
IF Central,2025-03-05 04:00:00,-5.81187,-35.20221,25.7,91.9
IFZN,2025-03-05 04:00:00,-5.74779,-35.26025,24.9,85.4
Lagoa Azul,2025-03-05 04:00:00,-5.72888,-35.2489,24.8,NA
Parnamirim,2025-03-05 04:00:00,-5.93898,-35.266639,23.7,NA
Ponta Negra,2025-03-05 04:00:00,-5.87605,-35.17857,25.2,NA
Oceanografia,2025-03-05 04:00:00,-5.79524,-35.18359,27,84.7
Alecrim,2025-03-05 05:00:00,-5.79807,-35.21727,25.4,88.1
DIM,2025-03-05 05:00:00,-5.87995,-35.29499,23.6,NA
EAJ,2025-03-05 05:00:00,-5.88395,-35.36455,23.2,99.2
Extremoz,2025-03-05 05:00:00,-5.66732,-35.29729,24,NA
Felipe camarao,2025-03-05 05:00:00,-5.82232,-35.26118,24.5,91.2
IF Central,2025-03-05 05:00:00,-5.81187,-35.20221,25.4,93.2
IFZN,2025-03-05 05:00:00,-5.74779,-35.26025,24.8,85.6
Lagoa Azul,2025-03-05 05:00:00,-5.72888,-35.2489,24.6,NA
Parnamirim,2025-03-05 05:00:00,-5.93898,-35.266639,23.7,NA
Ponta Negra,2025-03-05 05:00:00,-5.87605,-35.17857,24.6,NA
Oceanografia,2025-03-05 05:00:00,-5.79524,-35.18359,26.4,88
Alecrim,2025-03-05 06:00:00,-5.79807,-35.21727,25.2,88
DIM,2025-03-05 06:00:00,-5.87995,-35.29499,24,NA
EAJ,2025-03-05 06:00:00,-5.88395,-35.36455,23.6,98.6
Extremoz,2025-03-05 06:00:00,-5.66732,-35.29729,24.2,NA
Felipe camarao,2025-03-05 06:00:00,-5.82232,-35.26118,24.7,90
IF Central,2025-03-05 06:00:00,-5.81187,-35.20221,25.3,92.9
IFZN,2025-03-05 06:00:00,-5.74779,-35.26025,25,85
Lagoa Azul,2025-03-05 06:00:00,-5.72888,-35.2489,24.7,NA
Parnamirim,2025-03-05 06:00:00,-5.93898,-35.266639,24.4,NA
Ponta Negra,2025-03-05 06:00:00,-5.87605,-35.17857,24.7,NA
Oceanografia,2025-03-05 06:00:00,-5.79524,-35.18359,26.2,88.6
Alecrim,2025-03-05 07:00:00,-5.79807,-35.21727,26.8,81.8
DIM,2025-03-05 07:00:00,-5.87995,-35.29499,25.5,NA
EAJ,2025-03-05 07:00:00,-5.88395,-35.36455,26.2,87.3
Extremoz,2025-03-05 07:00:00,-5.66732,-35.29729,28.2,NA
Felipe camarao,2025-03-05 07:00:00,-5.82232,-35.26118,25.9,87
IF Central,2025-03-05 07:00:00,-5.81187,-35.20221,26.4,89.1
IFZN,2025-03-05 07:00:00,-5.74779,-35.26025,27.8,73.9
Lagoa Azul,2025-03-05 07:00:00,-5.72888,-35.2489,26.4,NA
Parnamirim,2025-03-05 07:00:00,-5.93898,-35.266639,28.5,NA
Ponta Negra,2025-03-05 07:00:00,-5.87605,-35.17857,25.2,NA
Oceanografia,2025-03-05 07:00:00,-5.79524,-35.18359,28.1,82.3
Alecrim,2025-03-05 08:00:00,-5.79807,-35.21727,29.4,71
DIM,2025-03-05 08:00:00,-5.87995,-35.29499,28.9,NA
EAJ,2025-03-05 08:00:00,-5.88395,-35.36455,31.6,65.6
Extremoz,2025-03-05 08:00:00,-5.66732,-35.29729,32,NA
Felipe camarao,2025-03-05 08:00:00,-5.82232,-35.26118,28.9,74.6
IF Central,2025-03-05 08:00:00,-5.81187,-35.20221,27.5,87.1
IFZN,2025-03-05 08:00:00,-5.74779,-35.26025,29.4,71.3
Lagoa Azul,2025-03-05 08:00:00,-5.72888,-35.2489,29.7,NA
Parnamirim,2025-03-05 08:00:00,-5.93898,-35.266639,30.9,NA
Ponta Negra,2025-03-05 08:00:00,-5.87605,-35.17857,27.5,NA
Oceanografia,2025-03-05 08:00:00,-5.79524,-35.18359,28.8,81.6
Alecrim,2025-03-05 09:00:00,-5.79807,-35.21727,32.7,61.6
DIM,2025-03-05 09:00:00,-5.87995,-35.29499,30.3,NA
EAJ,2025-03-05 09:00:00,-5.88395,-35.36455,33,65.6
Extremoz,2025-03-05 09:00:00,-5.66732,-35.29729,33.3,NA
Felipe camarao,2025-03-05 09:00:00,-5.82232,-35.26118,31.4,64.4
IF Central,2025-03-05 09:00:00,-5.81187,-35.20221,31.1,74.9
IFZN,2025-03-05 09:00:00,-5.74779,-35.26025,31.5,62.7
Lagoa Azul,2025-03-05 09:00:00,-5.72888,-35.2489,30.4,NA
Parnamirim,2025-03-05 09:00:00,-5.93898,-35.266639,32.6,NA
Ponta Negra,2025-03-05 09:00:00,-5.87605,-35.17857,29.8,NA
Oceanografia,2025-03-05 09:00:00,-5.79524,-35.18359,33.3,71.6
Alecrim,2025-03-05 10:00:00,-5.79807,-35.21727,32.2,61.9
DIM,2025-03-05 10:00:00,-5.87995,-35.29499,31.8,NA
EAJ,2025-03-05 10:00:00,-5.88395,-35.36455,35.2,57.1
Extremoz,2025-03-05 10:00:00,-5.66732,-35.29729,32,NA
Felipe camarao,2025-03-05 10:00:00,-5.82232,-35.26118,31.6,64.8
IF Central,2025-03-05 10:00:00,-5.81187,-35.20221,33,67.6
IFZN,2025-03-05 10:00:00,-5.74779,-35.26025,30.3,65.1
Lagoa Azul,2025-03-05 10:00:00,-5.72888,-35.2489,30.2,NA
Parnamirim,2025-03-05 10:00:00,-5.93898,-35.266639,33.8,NA
Ponta Negra,2025-03-05 10:00:00,-5.87605,-35.17857,32.1,NA
Oceanografia,2025-03-05 10:00:00,-5.79524,-35.18359,33.1,66.3
Alecrim,2025-03-05 11:00:00,-5.79807,-35.21727,33.3,58.5
DIM,2025-03-05 11:00:00,-5.87995,-35.29499,33.9,NA
EAJ,2025-03-05 11:00:00,-5.88395,-35.36455,35.7,55.1
Extremoz,2025-03-05 11:00:00,-5.66732,-35.29729,34.4,NA
Felipe camarao,2025-03-05 11:00:00,-5.82232,-35.26118,32.4,59.9
IF Central,2025-03-05 11:00:00,-5.81187,-35.20221,33.1,66.5
IFZN,2025-03-05 11:00:00,-5.74779,-35.26025,32.1,63.8
Lagoa Azul,2025-03-05 11:00:00,-5.72888,-35.2489,32,NA
Parnamirim,2025-03-05 11:00:00,-5.93898,-35.266639,34.2,NA
Ponta Negra,2025-03-05 11:00:00,-5.87605,-35.17857,31.7,NA
Oceanografia,2025-03-05 11:00:00,-5.79524,-35.18359,34.7,61.5
Alecrim,2025-03-05 12:00:00,-5.79807,-35.21727,32,63.7
DIM,2025-03-05 12:00:00,-5.87995,-35.29499,33.9,NA
EAJ,2025-03-05 12:00:00,-5.88395,-35.36455,36.7,57.7
Extremoz,2025-03-05 12:00:00,-5.66732,-35.29729,34.2,NA
Felipe camarao,2025-03-05 12:00:00,-5.82232,-35.26118,32.3,57.5
IF Central,2025-03-05 12:00:00,-5.81187,-35.20221,33.4,65.9
IFZN,2025-03-05 12:00:00,-5.74779,-35.26025,32.2,62
Lagoa Azul,2025-03-05 12:00:00,-5.72888,-35.2489,33.2,NA
Parnamirim,2025-03-05 12:00:00,-5.93898,-35.266639,34.7,NA
Ponta Negra,2025-03-05 12:00:00,-5.87605,-35.17857,31.2,NA
Oceanografia,2025-03-05 12:00:00,-5.79524,-35.18359,34.8,60.2
Alecrim,2025-03-05 13:00:00,-5.79807,-35.21727,31.8,64.5
DIM,2025-03-05 13:00:00,-5.87995,-35.29499,35.7,NA
EAJ,2025-03-05 13:00:00,-5.88395,-35.36455,37.5,52.7
Extremoz,2025-03-05 13:00:00,-5.66732,-35.29729,34.4,NA
Felipe camarao,2025-03-05 13:00:00,-5.82232,-35.26118,32.2,59.4
IF Central,2025-03-05 13:00:00,-5.81187,-35.20221,33.5,66.6
IFZN,2025-03-05 13:00:00,-5.74779,-35.26025,33,61.8
Lagoa Azul,2025-03-05 13:00:00,-5.72888,-35.2489,32.8,NA
Parnamirim,2025-03-05 13:00:00,-5.93898,-35.266639,33.7,NA
Ponta Negra,2025-03-05 13:00:00,-5.87605,-35.17857,30.2,NA
Oceanografia,2025-03-05 13:00:00,-5.79524,-35.18359,35,56.4
Alecrim,2025-03-05 14:00:00,-5.79807,-35.21727,30.9,65.4
DIM,2025-03-05 14:00:00,-5.87995,-35.29499,33.7,NA
EAJ,2025-03-05 14:00:00,-5.88395,-35.36455,34.6,61.8
Extremoz,2025-03-05 14:00:00,-5.66732,-35.29729,32.3,NA
Felipe camarao,2025-03-05 14:00:00,-5.82232,-35.26118,31.2,62.7
IF Central,2025-03-05 14:00:00,-5.81187,-35.20221,33,68.7
IFZN,2025-03-05 14:00:00,-5.74779,-35.26025,31.8,63.4
Lagoa Azul,2025-03-05 14:00:00,-5.72888,-35.2489,31.9,NA
Parnamirim,2025-03-05 14:00:00,-5.93898,-35.266639,32.2,NA
Ponta Negra,2025-03-05 14:00:00,-5.87605,-35.17857,30.1,NA
Oceanografia,2025-03-05 14:00:00,-5.79524,-35.18359,33.7,58.3
Alecrim,2025-03-05 15:00:00,-5.79807,-35.21727,30.1,68.1
DIM,2025-03-05 15:00:00,-5.87995,-35.29499,32.6,NA
EAJ,2025-03-05 15:00:00,-5.88395,-35.36455,33.5,63.5
Extremoz,2025-03-05 15:00:00,-5.66732,-35.29729,31.3,NA
Felipe camarao,2025-03-05 15:00:00,-5.82232,-35.26118,30.3,67.1
IF Central,2025-03-05 15:00:00,-5.81187,-35.20221,31.2,72.3
IFZN,2025-03-05 15:00:00,-5.74779,-35.26025,30.8,64
Lagoa Azul,2025-03-05 15:00:00,-5.72888,-35.2489,31.8,NA
Parnamirim,2025-03-05 15:00:00,-5.93898,-35.266639,31.4,NA
Ponta Negra,2025-03-05 15:00:00,-5.87605,-35.17857,29.5,NA
Oceanografia,2025-03-05 15:00:00,-5.79524,-35.18359,32.1,62.4
Alecrim,2025-03-05 16:00:00,-5.79807,-35.21727,29.8,68.2
DIM,2025-03-05 16:00:00,-5.87995,-35.29499,30,NA
EAJ,2025-03-05 16:00:00,-5.88395,-35.36455,30.4,69
Extremoz,2025-03-05 16:00:00,-5.66732,-35.29729,30.1,NA
Felipe camarao,2025-03-05 16:00:00,-5.82232,-35.26118,29.4,67.6
IF Central,2025-03-05 16:00:00,-5.81187,-35.20221,29.8,72.9
IFZN,2025-03-05 16:00:00,-5.74779,-35.26025,29.6,65.3
Lagoa Azul,2025-03-05 16:00:00,-5.72888,-35.2489,29.8,NA
Parnamirim,2025-03-05 16:00:00,-5.93898,-35.266639,30,NA
Ponta Negra,2025-03-05 16:00:00,-5.87605,-35.17857,29.3,NA
Oceanografia,2025-03-05 16:00:00,-5.79524,-35.18359,30.3,68.7
Alecrim,2025-03-05 17:00:00,-5.79807,-35.21727,29.2,69
DIM,2025-03-05 17:00:00,-5.87995,-35.29499,28.4,NA
EAJ,2025-03-05 17:00:00,-5.88395,-35.36455,28.6,75.6
Extremoz,2025-03-05 17:00:00,-5.66732,-35.29729,28.9,NA
Felipe camarao,2025-03-05 17:00:00,-5.82232,-35.26118,28.6,71.2
IF Central,2025-03-05 17:00:00,-5.81187,-35.20221,29,76.2
IFZN,2025-03-05 17:00:00,-5.74779,-35.26025,29.2,65.3
Lagoa Azul,2025-03-05 17:00:00,-5.72888,-35.2489,28.7,NA
Parnamirim,2025-03-05 17:00:00,-5.93898,-35.266639,28.7,NA
